City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Constantine,DZ,2022-07-17 22:32:19,36.365,6.6147,78.21,38,0,4.61
294,Port Moresby,PG,2022-07-17 22:32:19,-9.4431,147.1797,76.42,94,40,3.44
295,Los Llanos De Aridane,ES,2022-07-17 22:32:20,28.6585,-17.9182,69.55,91,0,16.11
296,Sao Sebastiao,BR,2022-07-17 22:31:14,-23.76,-45.4097,67.62,94,100,3.98
297,Ewo,CG,2022-07-17 22:32:20,-0.8725,14.8206,78.39,60,45,4.18
298,Margate,GB,2022-07-17 22:32:21,51.3813,1.3862,65.7,79,32,1.01
299,Ust-Kuyga,RU,2022-07-17 22:32:22,70.0167,135.6,53.69,50,94,2.68
300,Takaka,NZ,2022-07-17 22:32:22,-40.85,172.8,57.56,79,90,13.31
301,Bantogon,PH,2022-07-17 22:32:22,6.5333,124.0333,77.18,85,99,0.31
302,Saint-Louis,SN,2022-07-17 22:32:23,16.3333,-15.0,80.51,64,18,16.64
303,Lebu,CL,2022-07-17 22:30:25,-37.6167,-73.65,47.1,76,39,13.2
304,San Quintin,MX,2022-07-17 22:32:24,30.4833,-115.95,73.62,67,9,9.73
305,Salalah,OM,2022-07-17 22:32:24,17.0151,54.0924,78.89,89,100,6.91
306,Erenhot,CN,2022-07-17 22:32:24,43.6475,111.9767,70.12,29,3,2.77
307,Lagoa,PT,2022-07-17 22:30:40,39.05,-27.9833,70.63,93,0,9.6
308,Balkanabat,TM,2022-07-17 22:31:02,39.5108,54.3671,89.4,29,0,9.98
309,Nome,US,2022-07-17 22:32:25,64.5011,-165.4064,57.16,71,20,11.5
310,Torbay,CA,2022-07-17 22:32:26,47.6666,-52.7314,74.17,49,75,13.8
311,Shelburne,CA,2022-07-17 22:30:28,44.0787,-80.2041,80.29,58,96,6.35
312,Flinders,AU,2022-07-17 22:32:26,-34.5833,150.8552,53.38,61,4,10.0
313,Vila Do Maio,CV,2022-07-17 22:32:27,15.1333,-23.2167,75.99,80,38,20.29
314,Pa Sang,TH,2022-07-17 22:32:27,18.5262,98.9394,79.79,88,90,3.29
315,Ternate,ID,2022-07-17 22:32:28,0.8,127.4,78.57,84,100,5.3
316,Vangaindrano,MG,2022-07-17 22:32:28,-23.35,47.6,65.71,86,80,6.49
317,Mana,GF,2022-07-17 22:32:28,5.6592,-53.7767,78.39,84,89,7.23
318,Sokoni,TZ,2022-07-17 22:33:29,-6.4333,39.55,75.47,79,78,16.02
319,Bijar,IR,2022-07-17 22:33:29,35.8668,47.6051,67.84,34,0,4.43
320,Tari,NG,2022-07-17 22:33:30,12.4086,4.4914,77.41,81,99,9.33
321,Sangar,RU,2022-07-17 22:33:30,63.9242,127.4739,69.44,91,100,7.11
322,Garbagnate Milanese,IT,2022-07-17 22:33:31,45.5765,9.0717,84.31,56,22,3.0
323,North Platte,US,2022-07-17 22:33:31,41.1239,-100.7654,94.89,34,0,12.66
324,Broken Hill,AU,2022-07-17 22:33:31,-31.95,141.4333,45.43,68,3,6.53
325,Salto,UY,2022-07-17 22:33:32,-31.3833,-57.9667,47.88,81,0,7.0
326,Chimbote,PE,2022-07-17 22:33:32,-9.0853,-78.5783,63.34,80,2,10.67
327,Alyangula,AU,2022-07-17 22:33:33,-13.8483,136.4192,71.55,75,48,9.17
328,Fare,PF,2022-07-17 22:33:33,-16.7,-151.0167,76.86,69,72,14.99
329,Bitlis,TR,2022-07-17 22:33:33,38.5,42.25,65.23,28,0,4.27
330,Berlevag,NO,2022-07-17 22:33:34,70.8578,29.0864,51.8,93,100,6.91
331,Bolshoy Lug,RU,2022-07-17 22:33:34,52.0779,104.0919,51.98,77,38,5.06
332,Sale,MA,2022-07-17 22:33:35,34.0389,-6.8166,74.08,83,75,6.91
333,Tondano,ID,2022-07-17 22:33:35,1.3038,124.9112,66.29,95,100,0.67
334,Necochea,AR,2022-07-17 22:33:35,-38.5473,-58.7368,51.78,43,65,14.94
335,Qaanaaq,GL,2022-07-17 22:33:36,77.484,-69.3632,46.47,62,98,3.29
336,Ancud,CL,2022-07-17 22:33:36,-41.8697,-73.8203,41.23,76,43,10.31
337,Maputo,MZ,2022-07-17 22:33:37,-25.9653,32.5892,65.23,89,0,2.33
338,Umm Lajj,SA,2022-07-17 22:33:37,25.0213,37.2685,84.25,58,72,6.55
339,Ust-Tsilma,RU,2022-07-17 22:33:38,65.441,52.1498,62.2,85,96,2.55
340,Kailua,US,2022-07-17 22:33:38,21.4022,-157.7394,89.58,87,100,10.36
341,Nishihara,JP,2022-07-17 22:33:39,26.1842,127.7558,84.25,89,100,17.27
342,Kuching,MY,2022-07-17 22:33:39,1.55,110.3333,75.42,94,20,0.0
343,Nizhniy Chir,RU,2022-07-17 22:33:40,48.3597,43.0865,73.85,51,10,2.35
344,Geraldton,AU,2022-07-17 22:33:40,-28.7667,114.6,55.81,94,40,9.22
345,Harper,LR,2022-07-17 22:33:42,4.375,-7.7169,75.6,79,99,11.68
346,Te Anau,NZ,2022-07-17 22:30:27,-45.4167,167.7167,52.02,81,100,13.96
347,Doha,QA,2022-07-17 22:33:42,25.2867,51.5333,95.31,67,57,2.3
348,Mbigou,GA,2022-07-17 22:33:43,-1.9005,11.906,65.53,88,86,2.86
349,Lompoc,US,2022-07-17 22:33:43,34.6391,-120.4579,80.85,65,0,13.8
350,Cayenne,GF,2022-07-17 22:30:07,4.9333,-52.3333,83.08,1,0,5.75
351,Xiongzhou,CN,2022-07-17 22:33:44,25.1167,114.3,80.74,90,100,3.6
352,Thrissur,IN,2022-07-17 22:33:44,10.5167,76.2167,75.18,94,99,0.69
353,Veraval,IN,2022-07-17 22:33:45,20.9,70.3667,80.64,83,94,16.53
354,Hay River,CA,2022-07-17 22:31:40,60.8156,-115.7999,78.78,41,75,12.66
355,Codrington,AU,2022-07-17 22:33:46,-38.2667,141.9667,48.2,70,99,15.03
356,Belmonte,BR,2022-07-17 22:33:46,-15.8631,-38.8828,72.34,88,22,9.53
357,Basco,PH,2022-07-17 22:33:47,20.4487,121.9702,84.6,78,100,13.42
358,Nouadhibou,MR,2022-07-17 22:33:47,20.931,-17.0347,71.58,83,20,24.16
359,Kismayo,SO,2022-07-17 22:33:48,-0.3582,42.5454,75.31,81,29,20.71
360,Bolivar,US,2022-07-17 22:33:48,37.6145,-93.4105,97.56,47,69,18.32
361,Sattahip,TH,2022-07-17 22:33:48,12.6664,100.9007,85.98,89,20,5.75
362,Sisimiut,GL,2022-07-17 22:33:49,66.9395,-53.6735,44.19,85,97,7.63
363,Edmundston,CA,2022-07-17 22:33:49,47.3737,-68.3251,79.93,38,0,5.75
364,Kondapalle,IN,2022-07-17 22:33:50,16.6167,80.5333,77.32,87,100,9.48
365,Kirensk,RU,2022-07-17 22:33:11,57.7853,108.1119,59.32,88,75,1.01
366,Kyshtovka,RU,2022-07-17 22:34:51,56.555,76.6271,51.24,95,5,7.76
367,Krasnovishersk,RU,2022-07-17 22:32:14,60.4078,57.082,56.55,83,23,1.61
368,Muriwai Beach,NZ,2022-07-17 22:34:51,-36.8167,174.45,52.43,94,68,8.66
369,Seoul,KR,2022-07-17 22:31:13,37.5683,126.9778,76.57,85,75,5.75
370,Manzhouli,CN,2022-07-17 22:34:52,49.6,117.4333,63.39,85,100,7.16
371,Eyl,SO,2022-07-17 22:34:52,7.9803,49.8164,77.63,67,53,30.13
372,Moss Vale,AU,2022-07-17 22:34:53,-34.55,150.3833,45.34,68,61,13.13
373,Ulaangom,MN,2022-07-17 22:34:53,49.9811,92.0667,64.89,52,54,1.36
374,Dingle,PH,2022-07-17 22:34:47,10.9995,122.6711,75.6,92,100,1.41
375,Arvika,SE,2022-07-17 22:34:54,59.6553,12.5852,57.81,83,74,2.35
376,Ivrea,IT,2022-07-17 22:34:55,45.4672,7.8762,83.05,68,1,5.55
377,Makasar,ID,2022-07-17 22:34:55,-5.14,119.4221,73.45,100,20,3.44
378,Bolgatanga,GH,2022-07-17 22:34:55,10.7856,-0.8514,74.52,90,88,4.03
379,Mayumba,GA,2022-07-17 22:34:56,-3.432,10.6554,69.71,89,30,3.09
380,Novaya Igirma,RU,2022-07-17 22:34:56,57.1334,103.9112,55.18,87,40,2.39
381,Penzance,GB,2022-07-17 22:34:56,50.1186,-5.5371,65.08,68,100,12.41
382,Voi,KE,2022-07-17 22:34:57,-3.3945,38.563,66.45,82,27,8.37
383,Beloha,MG,2022-07-17 22:34:57,-25.1667,45.05,61.45,82,0,8.43
384,Changli,CN,2022-07-17 22:34:58,39.7042,119.1506,75.33,79,37,3.89
385,Itaituba,BR,2022-07-17 22:34:58,-4.2761,-55.9836,81.52,57,90,1.36
386,Muravlenko,RU,2022-07-17 22:34:58,63.7898,74.523,57.29,67,48,13.35
387,Krasnofarfornyy,RU,2022-07-17 22:34:59,59.1364,31.8502,52.21,96,100,4.41
388,Ornskoldsvik,SE,2022-07-17 22:34:59,63.2909,18.7153,54.55,82,100,6.91
389,Cockburn Town,TC,2022-07-17 22:35:00,21.4612,-71.1419,82.09,83,0,19.75
390,North Las Vegas,US,2022-07-17 22:32:08,36.1989,-115.1175,111.81,17,0,5.75
391,Corcoran,US,2022-07-17 22:35:00,36.098,-119.5604,109.38,10,0,10.63
392,Teya,RU,2022-07-17 22:35:01,60.3778,92.6267,53.55,95,99,3.98
393,Gorontalo,ID,2022-07-17 22:35:02,0.5412,123.0595,74.62,97,100,2.95
394,Bilma,NE,2022-07-17 22:35:02,18.6853,12.9164,88.52,36,31,3.67
395,Williston,US,2022-07-17 22:35:03,48.147,-103.618,101.03,29,3,5.01
396,Lahaina,US,2022-07-17 22:30:03,20.8783,-156.6825,86.95,84,31,10.74
397,Bud,US,2022-07-17 22:35:04,39.447,-86.1758,74.32,96,100,3.42
398,Durusu,TR,2022-07-17 22:35:04,41.3053,28.6767,75.83,80,1,8.99
399,Quchan,IR,2022-07-17 22:35:05,37.106,58.5095,72.66,20,0,6.96
400,Bergen,NO,2022-07-17 22:35:05,60.392,5.328,58.08,94,100,12.66
401,Muli,MV,2022-07-17 22:35:06,2.9167,73.5667,78.57,89,100,18.61
402,Zhengjiatun,CN,2022-07-17 22:35:06,43.5064,123.5064,71.96,81,46,4.74
403,Maceio,BR,2022-07-17 22:33:52,-9.6658,-35.7353,78.24,78,40,4.61
404,Lac Du Bonnet,CA,2022-07-17 22:35:07,50.2536,-96.0612,88.32,54,2,9.51
405,Pangnirtung,CA,2022-07-17 22:35:07,66.1451,-65.7125,50.76,66,42,1.83
406,Nioaque,BR,2022-07-17 22:35:08,-21.1353,-55.83,65.53,56,100,4.14
407,Mattru,SL,2022-07-17 22:35:08,7.6244,-11.8332,73.56,97,100,4.27
408,Lesnoy,RU,2022-07-17 22:35:09,57.6198,63.0784,57.43,94,50,1.86
409,Red Bluff,US,2022-07-17 22:35:09,40.1785,-122.2358,106.72,6,0,10.92
410,Seydi,TM,2022-07-17 22:35:10,39.4816,62.9137,87.01,14,0,13.09
411,La Libertad,EC,2022-07-17 22:36:10,-2.2333,-80.9,69.46,83,100,9.22
412,Saint-Francois,FR,2022-07-17 22:36:11,46.4154,3.9054,63.68,82,0,3.44
413,Sogne,NO,2022-07-17 22:36:12,58.0833,7.8167,60.66,89,92,3.0
414,Dunyapur,PK,2022-07-17 22:36:13,29.7995,71.7196,85.78,71,37,4.83
415,Longyearbyen,SJ,2022-07-17 22:36:13,78.2186,15.6401,60.64,67,75,5.75
416,Wewak,PG,2022-07-17 22:36:14,-3.5534,143.6268,80.2,82,29,3.96
417,Paamiut,GL,2022-07-17 22:36:14,61.994,-49.6678,43.25,86,100,3.6
418,Havelock,US,2022-07-17 22:36:15,34.8791,-76.9013,87.98,80,20,10.36
419,Emerald,AU,2022-07-17 22:34:03,-23.5333,148.1667,59.34,85,10,3.09
420,Gubbi,IN,2022-07-17 22:36:16,13.3106,76.9444,69.98,87,100,10.58
421,Aripuana,BR,2022-07-17 22:36:16,-9.1667,-60.6333,86.32,39,64,2.13
422,Port Hardy,CA,2022-07-17 22:36:17,50.6996,-127.4199,60.98,77,40,13.8
423,Ponta Delgada,PT,2022-07-17 22:36:17,37.7333,-25.6667,75.51,88,75,2.3
424,Ossora,RU,2022-07-17 22:33:11,59.2353,163.0719,59.25,87,99,3.98
425,Sistranda,NO,2022-07-17 22:36:18,63.7256,8.834,53.56,81,91,19.17
426,Pergamino,AR,2022-07-17 22:34:31,-33.89,-60.5736,48.18,64,78,1.01
427,Najran,SA,2022-07-17 22:36:19,17.4924,44.1277,84.85,33,97,8.03
428,Esna,EG,2022-07-17 22:36:19,25.2934,32.554,87.82,20,55,11.52
429,Magadan,RU,2022-07-17 22:36:20,59.5667,150.8,63.54,89,96,4.79
430,Egvekinot,RU,2022-07-17 22:36:20,66.3167,-179.1667,40.32,36,45,28.63
431,Andra,RU,2022-07-17 22:36:20,62.5147,65.8878,56.46,63,17,2.86
432,Luwuk,ID,2022-07-17 22:36:21,-0.9516,122.7875,73.72,95,100,2.21
433,Tual,ID,2022-07-17 22:36:21,-5.6667,132.75,79.0,76,83,17.92
434,Porto Novo,BJ,2022-07-17 22:36:22,6.4965,2.6036,74.77,87,55,7.9
435,Agadez,NE,2022-07-17 22:36:22,19.75,10.25,90.99,22,5,7.63
436,Pignon,HT,2022-07-17 22:36:23,19.3333,-72.1167,83.3,62,37,3.83
437,Komsomolskiy,UZ,2022-07-17 22:36:23,40.4272,71.7189,79.52,36,0,9.22
438,Korla,CN,2022-07-17 22:36:24,41.7597,86.1469,71.73,36,0,3.56
439,Qianan,CN,2022-07-17 22:36:24,44.9932,124.0581,70.16,86,97,6.8
440,Ahuimanu,US,2022-07-17 22:36:25,21.4447,-157.8378,89.31,83,100,20.71
441,Antalaha,MG,2022-07-17 22:36:25,-14.9003,50.2788,67.33,86,69,8.32
442,Moussoro,TD,2022-07-17 22:36:26,13.6408,16.4901,78.53,74,99,13.24
443,Bretcu,RO,2022-07-17 22:36:26,46.05,26.3,49.91,68,78,3.87
444,Doba,TD,2022-07-17 22:36:26,8.65,16.85,71.56,92,97,4.03
445,Borogontsy,RU,2022-07-17 22:36:27,62.6683,131.1683,79.45,58,73,5.48
446,Kachiry,KZ,2022-07-17 22:36:27,53.0675,76.1036,57.92,76,63,7.83
447,Zhigansk,RU,2022-07-17 22:36:28,66.7697,123.3711,57.29,70,89,11.12
448,Wexford,IE,2022-07-17 22:34:00,52.3342,-6.4575,65.12,90,100,6.71
449,Mildura,AU,2022-07-17 22:36:28,-34.2,142.15,43.07,93,40,7.36
450,Gusau,NG,2022-07-17 22:36:29,12.1628,6.6614,73.92,85,100,6.85
451,Asau,RO,2022-07-17 22:36:30,46.4333,26.4,58.12,68,32,3.67
452,Zaragoza,ES,2022-07-17 22:36:30,41.6561,-0.8773,90.01,43,0,9.22
453,Yerbogachen,RU,2022-07-17 22:36:30,61.2767,108.0108,61.74,74,89,2.64
454,Bayanday,RU,2022-07-17 22:36:31,53.0661,105.5139,56.53,83,9,5.37
455,Wanxian,CN,2022-07-17 22:36:31,30.8039,108.3897,80.13,94,100,2.62
456,Bonthe,SL,2022-07-17 22:36:32,7.5264,-12.505,77.02,87,100,11.88
457,Cabo San Lucas,MX,2022-07-17 22:34:00,22.8909,-109.9124,95.61,41,0,5.01
458,Wajima,JP,2022-07-17 22:37:32,37.4,136.9,77.88,79,81,16.4
459,Waingapu,ID,2022-07-17 22:37:33,-9.6567,120.2641,73.24,82,24,8.52
460,Rawang,MY,2022-07-17 22:33:25,3.3213,101.5767,82.24,92,65,2.13
461,Tiarei,PF,2022-07-17 22:37:33,-17.5333,-149.3333,82.42,72,37,13.53
462,Pacifica,US,2022-07-17 22:37:34,37.6138,-122.4869,86.74,79,20,19.57
463,Port Blair,IN,2022-07-17 22:37:34,11.6667,92.75,81.01,83,100,8.95
464,Gat,IL,2022-07-17 22:37:34,31.61,34.7642,77.68,100,0,1.12
465,Selma,US,2022-07-17 22:37:35,36.5708,-119.6121,111.34,20,0,6.91
466,Lakselv,NO,2022-07-17 22:37:35,70.0513,24.9718,53.42,82,100,11.5
467,Severnyy,RU,2022-07-17 22:37:36,50.677,36.5532,57.24,88,0,4.47
468,Maloy,NO,2022-07-17 22:37:36,61.9353,5.1136,56.93,89,84,20.24
469,Takoradi,GH,2022-07-17 22:37:37,4.8845,-1.7554,74.23,82,65,7.87
470,Severo-Yeniseyskiy,RU,2022-07-17 22:37:37,60.3725,93.0408,51.46,89,88,4.85
471,Lazaro Cardenas,MX,2022-07-17 22:37:37,17.9583,-102.2,85.39,68,77,7.45
472,General Elizardo Aquino,PY,2022-07-17 22:37:38,-24.4333,-56.7,53.96,60,9,4.47
473,Saint Anthony,US,2022-07-17 22:37:38,45.0205,-93.218,92.86,57,75,10.36
474,Shirokiy,RU,2022-07-17 22:37:39,49.758,129.523,66.58,85,100,6.26
475,Havre-Saint-Pierre,CA,2022-07-17 22:37:39,50.2334,-63.5986,64.76,72,0,16.11
476,Brae,GB,2022-07-17 22:37:39,60.3964,-1.353,53.11,88,100,8.5
477,Agadir,MA,2022-07-17 22:35:22,30.4202,-9.5982,72.05,79,4,4.97
478,Noumea,NC,2022-07-17 22:33:30,-22.2763,166.4572,73.99,99,53,10.49
479,Mogadishu,SO,2022-07-17 22:37:40,2.0371,45.3438,75.52,85,48,20.45
480,Pamfila,GR,2022-07-17 22:37:41,39.1567,26.5217,75.09,68,0,12.1
481,Mabaruma,GY,2022-07-17 22:37:41,8.2,-59.7833,77.13,87,49,4.38
482,Puerto Carreno,CO,2022-07-17 22:37:42,6.189,-67.4859,85.98,66,40,10.36
483,Tauramena,CO,2022-07-17 22:37:42,5.0183,-72.7492,72.72,95,82,1.92
484,Vavuniya,LK,2022-07-17 22:37:43,8.7514,80.4971,76.84,88,100,6.35
485,Salina Cruz,MX,2022-07-17 22:37:43,16.1667,-95.2,89.26,58,94,16.08
486,Berdigestyakh,RU,2022-07-17 22:37:43,62.0989,126.6992,79.16,67,68,1.54
487,Grand-Lahou,CI,2022-07-17 22:37:44,5.1367,-5.0242,75.36,85,56,12.37
488,Livenka,RU,2022-07-17 22:37:45,50.4491,38.2959,60.62,78,85,4.65
489,Shiyan,CN,2022-07-17 22:37:45,32.6475,110.7781,80.13,63,97,3.4
490,Hobyo,SO,2022-07-17 22:37:46,5.3505,48.5268,75.92,82,92,29.17
491,Lukovetskiy,RU,2022-07-17 22:37:46,64.2956,41.9211,54.73,92,98,4.36
492,Ati,TD,2022-07-17 22:37:47,13.2154,18.3353,77.27,74,100,12.93
493,Shenzhen,CN,2022-07-17 22:35:50,22.5455,114.0683,88.99,92,100,8.93
494,Nata,PA,2022-07-17 22:37:48,8.3333,-80.5167,84.07,83,98,3.33
495,Vardo,NO,2022-07-17 22:37:48,70.3705,31.1107,51.78,93,75,5.75
496,Aksay,RU,2022-07-17 22:37:49,47.26,39.87,77.25,46,62,8.01
497,San Vicente,AR,2022-07-17 22:36:25,-26.6167,-54.1333,43.48,93,0,3.53
498,Davila,PH,2022-07-17 22:37:49,18.4726,120.5763,76.98,75,95,4.5
499,Port-Cartier,CA,2022-07-17 22:37:50,50.0334,-66.8654,78.48,68,86,1.66
500,Lerwick,GB,2022-07-17 22:34:39,60.1545,-1.1494,53.6,87,100,8.77
501,Coihaique,CL,2022-07-17 22:38:51,-45.5752,-72.0662,35.55,69,75,3.44
502,Monte Alegre De Sergipe,BR,2022-07-17 22:38:51,-10.0272,-37.5622,64.09,91,35,6.29
503,Qasigiannguit,GL,2022-07-17 22:38:52,68.8193,-51.1922,55.65,70,25,9.82
504,Markala,ML,2022-07-17 22:38:52,13.7021,-6.0659,82.4,64,57,6.08
505,High Rock,BS,2022-07-17 22:38:52,26.6208,-78.2833,86.02,74,100,13.78
506,Khash,IR,2022-07-17 22:38:53,28.2211,61.2158,77.77,48,10,3.87
507,Matagami,CA,2022-07-17 22:38:53,49.7502,-77.6328,82.51,39,75,11.5
508,Uarini,BR,2022-07-17 22:38:54,-2.99,-65.1083,80.31,74,99,1.23
509,San Francisco Del Mar,MX,2022-07-17 22:38:54,16.2333,-94.65,87.76,66,99,19.89
510,Simao,CN,2022-07-17 22:38:55,22.7886,100.9748,66.79,99,100,1.92
511,Bouna,CI,2022-07-17 22:38:55,9.2667,-3.0,72.37,91,85,8.21
512,Nuevo Ideal,MX,2022-07-17 22:38:55,24.8875,-105.0728,83.66,21,24,16.17
513,Guerrero Negro,MX,2022-07-17 22:37:58,27.9769,-114.0611,77.49,55,1,15.12
514,Acarau,BR,2022-07-17 22:35:49,-2.8856,-40.12,79.32,80,29,18.61
515,Sabzevar,IR,2022-07-17 22:38:56,36.2126,57.6819,76.28,18,0,11.5
516,Gisborne,NZ,2022-07-17 22:37:20,-38.6533,178.0042,55.87,64,50,13.4
517,Togur,RU,2022-07-17 22:38:57,58.3631,82.8265,53.44,92,94,8.08
518,Barra,BR,2022-07-17 22:38:57,-11.0894,-43.1417,76.28,46,2,10.92
519,Barra Do Garcas,BR,2022-07-17 22:38:58,-15.89,-52.2567,77.65,34,20,1.81
520,Vestmannaeyjar,IS,2022-07-17 22:38:58,63.4427,-20.2734,51.4,89,52,11.43
521,Sao Jose Da Coroa Grande,BR,2022-07-17 22:38:59,-8.8978,-35.1478,74.91,81,67,8.84
522,Vigrestad,NO,2022-07-17 22:38:59,58.5667,5.7,58.96,95,97,6.24
523,Tocopilla,CL,2022-07-17 22:38:59,-22.092,-70.1979,60.76,73,22,7.9
524,Fort Dodge,US,2022-07-17 22:39:00,42.4975,-94.168,84.2,51,20,5.75
525,Port Lincoln,AU,2022-07-17 22:36:11,-34.7333,135.8667,53.01,70,100,5.19
526,Sorong,ID,2022-07-17 22:39:00,-0.8833,131.25,78.22,83,100,3.87
527,Zeya,RU,2022-07-17 22:39:01,53.75,127.2667,70.59,84,17,1.54
528,Brazzaville,CG,2022-07-17 22:39:01,-4.2658,15.2832,77.22,56,31,3.27
529,Kabo,CF,2022-07-17 22:39:02,7.6994,18.629,70.39,97,98,3.49
530,Teluknaga,ID,2022-07-17 22:39:02,-6.0989,106.6381,77.04,94,40,2.3
531,Lorengau,PG,2022-07-17 22:39:03,-2.0226,147.2712,83.03,78,64,10.85
532,Qena,EG,2022-07-17 22:39:03,26.1615,32.7183,85.14,19,29,8.72
533,Rosamorada,MX,2022-07-17 22:39:04,22.1222,-105.2058,90.91,59,62,8.41
534,Houma,US,2022-07-17 22:37:34,29.5958,-90.7195,89.6,62,40,9.22
535,Santa Cruz,BO,2022-07-17 22:39:04,-17.8,-63.1667,59.05,77,75,5.75
536,Mareeba,AU,2022-07-17 22:39:05,-17.0,145.4333,67.48,82,28,3.96
537,Venice,US,2022-07-17 22:39:05,27.0998,-82.4543,89.15,69,0,6.91
538,Bereda,ES,2022-07-17 22:39:06,43.2686,-7.5406,67.14,94,72,0.98
539,Kathmandu,NP,2022-07-17 22:39:02,27.7167,85.3167,73.62,88,75,4.61
540,Yokadouma,CM,2022-07-17 22:39:07,3.5167,15.05,69.51,98,100,2.15
541,Jacmel,HT,2022-07-17 22:39:07,18.2342,-72.5347,96.64,68,14,9.82
542,Aras,ES,2022-07-17 22:39:08,42.5617,-2.356,77.41,41,0,2.3
543,Mahajanga,MG,2022-07-17 22:39:08,-15.7167,46.3167,71.62,60,40,9.22
544,Sioux Lookout,CA,2022-07-17 22:39:09,50.1001,-91.917,86.07,45,75,12.66
545,Buluang,PH,2022-07-17 22:39:09,13.3068,123.3425,79.52,84,100,1.59
546,Adrar,MR,2022-07-17 22:39:09,20.5022,-10.0711,98.62,11,60,9.06
547,Along,IN,2022-07-17 22:39:10,28.1667,94.7667,74.46,98,72,1.28
548,Polyarnyy,RU,2022-07-17 22:40:11,69.1989,33.4478,51.85,97,99,5.66
549,Vista Hermosa,MX,2022-07-17 22:40:11,19.5167,-99.2167,74.59,55,75,13.8
550,Pangkalanbuun,ID,2022-07-17 22:40:12,-2.6833,111.6167,71.8,90,99,2.08
551,Siderno,IT,2022-07-17 22:40:12,38.2779,16.302,81.34,61,0,7.18
552,Aracati,BR,2022-07-17 22:40:13,-4.5617,-37.7697,79.34,75,76,14.32
553,Hinton,CA,2022-07-17 22:40:14,53.4001,-117.5857,74.75,41,20,3.42
554,Chadiza,ZM,2022-07-17 22:40:14,-14.0678,32.4392,55.78,70,83,5.59
555,Gardabani,GE,2022-07-17 22:40:14,41.4605,45.0928,75.29,62,0,7.9
556,Labuhan,ID,2022-07-17 22:40:15,-6.8844,112.2051,75.11,87,96,6.73
557,Tura,IN,2022-07-17 22:40:15,25.5198,90.2201,74.57,95,99,4.41
558,Kasongo-Lunda,CD,2022-07-17 22:40:16,-6.4667,16.8167,76.93,33,46,2.59
559,Mao,ES,2022-07-17 22:40:16,39.8885,4.2658,79.36,73,0,3.44
560,Sohag,EG,2022-07-17 22:40:17,26.557,31.6948,82.69,27,5,8.05
561,Salinopolis,BR,2022-07-17 22:35:22,-0.6136,-47.3561,80.2,80,71,11.59
562,Oktyabrskiy,RU,2022-07-17 22:40:18,54.4815,53.471,65.26,87,100,0.69
563,Lamesa,US,2022-07-17 22:40:18,32.7376,-101.951,101.52,18,100,4.07
564,Rocha,UY,2022-07-17 22:40:19,-34.4833,-54.3333,42.64,77,0,7.4
565,Vaitape,PF,2022-07-17 22:40:19,-16.5167,-151.75,77.31,69,87,16.35
566,Praia,CV,2022-07-17 22:40:20,14.9215,-23.5087,75.74,69,40,10.36
567,Lufilufi,WS,2022-07-17 22:40:20,-13.8745,-171.5986,81.79,77,19,23.09
568,Sao Desiderio,BR,2022-07-17 22:40:21,-12.3633,-44.9733,70.84,38,43,5.95
569,Kongolo,CD,2022-07-17 22:40:21,-5.3833,27.0,79.16,44,96,3.67
570,San Juan,AR,2022-07-17 22:37:01,-31.5375,-68.5364,51.98,24,0,5.26
571,Sharan,RU,2022-07-17 22:40:22,54.8167,54.0,64.35,87,100,2.37
