City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Deputatskiy,RU,69.3,139.9,51.73,57,81,17.92,broken clouds
348,Clearlake,US,38.9582,-122.6264,76.17,37,0,5.79,clear sky
349,Mabasa,PH,16.321,121.1262,87.62,61,86,4.47,light rain
350,Mataram,ID,-8.5833,116.1167,85.01,61,100,12.24,overcast clouds
351,Kiama,AU,-34.6833,150.8667,61.38,78,92,5.99,overcast clouds
352,Brae,GB,60.3964,-1.353,52.84,77,97,17.65,overcast clouds
353,Lagos,NG,6.5833,3.75,72.43,82,90,4.07,overcast clouds
354,Faanui,PF,-16.4833,-151.75,77.86,72,10,13.33,light rain
355,Armizonskoye,RU,55.9461,67.6736,63.91,75,2,15.5,clear sky
356,Mandalgovi,MN,45.7625,106.2708,80.76,28,78,13.53,broken clouds
357,Asosa,ET,10.0667,34.5333,58.5,96,100,1.86,light rain
358,Valer,NO,60.6785,11.8331,62.71,78,100,3.44,overcast clouds
359,Bud,US,39.447,-86.1758,80.58,80,0,6.85,clear sky
360,Kenai,US,60.5544,-151.2583,53.69,92,100,8.05,overcast clouds
361,North Bend,US,43.4065,-124.2243,61.25,97,100,6.91,overcast clouds
362,Maniitsoq,GL,65.4167,-52.9,46.4,95,100,9.57,light rain
363,Huarmey,PE,-10.0681,-78.1522,62.29,85,17,10.47,few clouds
364,Kashary,RU,49.04,41.0056,62.19,80,83,11.54,broken clouds
365,Gold Coast,AU,-28.0,153.4333,62.17,92,75,11.5,light intensity shower rain
366,Teterow,DE,53.7833,12.5667,74.91,49,82,7.56,broken clouds
367,Shalya,RU,57.2471,58.7298,58.69,79,11,8.59,few clouds
368,Constitucion,CL,-35.3333,-72.4167,50.52,89,2,6.17,clear sky
369,Gallup,US,35.5281,-108.7426,83.16,26,20,5.75,few clouds
370,Anisoc,GQ,1.8658,10.7689,67.6,99,100,0.81,overcast clouds
371,Naze,JP,28.3667,129.4833,88.72,78,85,18.75,overcast clouds
372,Little Current,CA,45.9793,-81.9248,66.25,88,23,19.1,few clouds
373,Beyneu,KZ,45.3167,55.2,84.79,24,58,17.65,broken clouds
374,Guanica,PR,17.9716,-66.908,82.06,84,26,5.41,scattered clouds
375,Mnogovershinnyy,RU,53.9353,139.9242,63.93,67,99,7.29,overcast clouds
376,Sioux Lookout,CA,50.1001,-91.917,64.47,94,40,2.3,scattered clouds
377,Kourou,GF,5.1552,-52.6478,78.12,88,37,3.6,scattered clouds
378,Cabo San Lucas,MX,22.8909,-109.9124,89.62,54,0,17.27,clear sky
379,Grand Island,US,40.925,-98.342,79.2,56,0,6.91,clear sky
380,Atasu,KZ,48.6814,71.6433,84.96,35,94,10.58,overcast clouds
381,Praxedis Guerrero,MX,31.3667,-106.0167,88.65,27,100,3.27,overcast clouds
382,Longyearbyen,SJ,78.2186,15.6401,51.64,82,75,10.36,broken clouds
383,Nelson Bay,AU,-32.7167,152.15,64.09,70,100,18.01,overcast clouds
384,Lompoc,US,34.6391,-120.4579,68.77,92,75,6.91,broken clouds
385,Mineros,BO,-17.1167,-63.2333,67.14,75,58,4.52,broken clouds
386,San Andres,CO,12.5847,-81.7006,82.42,83,40,9.22,scattered clouds
387,Tabas,IR,33.5959,56.9244,92.17,13,0,0.51,clear sky
388,Ardakan,IR,32.31,54.0175,87.6,19,0,7.54,clear sky
389,Ayan,RU,56.45,138.1667,59.04,93,93,5.08,overcast clouds
390,Nizhniy Odes,RU,63.6445,54.856,66.9,56,51,3.42,broken clouds
391,Mascote,BR,-15.5631,-39.3025,65.93,97,78,2.53,broken clouds
392,Yakeshi,CN,49.2833,120.7333,83.35,42,0,4.27,clear sky
393,Skjervoy,NO,70.0311,20.9714,62.6,79,48,8.81,scattered clouds
394,Puerto Escondido,MX,15.85,-97.0667,83.23,69,40,3.44,scattered clouds
395,San Juan,AR,-31.5375,-68.5364,54.91,25,0,3.49,clear sky
396,Matina,CR,10.0761,-83.2895,76.15,90,100,1.5,overcast clouds
397,Vila Velha,BR,-20.3297,-40.2925,66.94,93,0,3.44,clear sky
398,Fuerte Olimpo,PY,-21.0415,-57.8738,70.65,38,57,5.41,broken clouds
399,Charlestown,AU,-32.95,151.6667,65.01,70,100,8.01,light rain
400,Dillon,US,34.4166,-79.3712,80.94,83,47,7.27,scattered clouds
401,Lawrenceburg,US,38.0373,-84.8966,82.29,82,40,6.91,scattered clouds
402,Ventspils,LV,57.3894,21.5606,57.13,100,0,0.0,clear sky
403,Komsomolskiy,UZ,40.4272,71.7189,92.12,19,0,4.61,clear sky
404,Hami,CN,42.8,93.45,78.53,23,23,6.11,few clouds
405,Zhigansk,RU,66.7697,123.3711,59.23,62,100,8.32,overcast clouds
406,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,72,75,13.42,broken clouds
407,Colombo,LK,6.9319,79.8478,84.15,83,79,13.42,broken clouds
408,Meadow Lake,US,34.8014,-106.5436,82.13,37,77,7.18,broken clouds
409,Yanam,IN,16.7333,82.2167,91.44,56,94,6.51,overcast clouds
410,Arlit,NE,18.7369,7.3853,88.32,26,85,4.03,overcast clouds
411,Prieska,ZA,-29.6641,22.7474,49.24,48,21,1.01,few clouds
412,San Julian,MX,21.0167,-102.1667,65.71,63,59,4.9,broken clouds
413,Riviere-Au-Renard,CA,48.9957,-64.3971,59.29,70,0,8.59,clear sky
414,Miraflores,MX,19.2167,-98.8083,70.45,79,67,3.69,broken clouds
415,Wuning,CN,29.2589,120.2311,96.84,48,41,10.29,scattered clouds
416,Havelock,US,34.8791,-76.9013,84.18,89,0,11.5,clear sky
417,Jiayuguan,CN,39.8167,98.3,68.45,29,46,14.03,scattered clouds
418,Qasigiannguit,GL,68.8193,-51.1922,48.45,95,100,7.25,light rain
419,Santa Maria,BR,-29.6842,-53.8069,63.68,91,37,4.5,scattered clouds
420,Kupang,ID,-10.1667,123.5833,85.84,57,75,9.33,broken clouds
421,Zubtsov,RU,56.1753,34.5894,59.54,96,94,11.14,light rain
422,Zhuhai,CN,22.2769,113.5678,92.98,74,20,10.36,few clouds
423,Piranhas,BR,-16.4269,-51.8222,67.1,40,7,4.45,clear sky
424,Half Moon Bay,US,37.4636,-122.4286,64.54,83,100,14.97,mist
425,Djibo,BF,14.1022,-1.6306,80.13,69,98,8.3,overcast clouds
426,Svetlaya,RU,46.5389,138.3297,62.73,85,97,5.97,overcast clouds
427,Vestmannaeyjar,IS,63.4427,-20.2734,51.3,83,76,13.04,broken clouds
428,Mehamn,NO,71.0357,27.8492,60.75,82,0,8.05,clear sky
429,Escanaba,US,45.7453,-87.0646,70.11,88,0,11.5,clear sky
430,San Policarpo,PH,12.1791,125.5072,85.64,70,95,6.78,heavy intensity rain
431,Rameshki,RU,57.3439,36.0453,57.22,94,84,12.39,light rain
432,Malanville,BJ,11.8685,3.3899,78.46,76,100,4.45,light rain
433,Khovu-Aksy,RU,51.1333,93.6,68.45,35,7,1.36,clear sky
434,Byron Bay,AU,-28.65,153.6167,61.95,75,100,18.21,moderate rain
435,Nchelenge,ZM,-9.3451,28.734,65.17,57,44,5.32,scattered clouds
436,Penzance,GB,50.1186,-5.5371,59.68,78,50,7.72,scattered clouds
437,Touba,CI,8.2833,-7.6833,68.05,97,100,4.63,overcast clouds
438,Buala,SB,-8.145,159.5921,85.15,67,70,7.36,broken clouds
439,Dandong,CN,40.1292,124.3947,74.41,81,99,7.31,overcast clouds
440,Thinadhoo,MV,0.5333,72.9333,80.89,73,100,2.86,overcast clouds
441,Bafq,IR,31.6128,55.4107,87.06,17,0,1.59,clear sky
442,Ocampo,MX,21.65,-101.5,65.37,54,2,11.41,clear sky
443,Port Hardy,CA,50.6996,-127.4199,55.58,82,20,8.05,fog
444,Lerwick,GB,60.1545,-1.1494,53.6,78,94,17.78,overcast clouds
445,Moussoro,TD,13.6408,16.4901,76.6,78,99,9.91,light rain
446,Redmond,US,47.674,-122.1215,76.98,66,0,4.38,clear sky
447,Laramie,US,41.3114,-105.5911,71.98,17,0,0.0,clear sky
448,Ayagoz,KZ,47.9714,80.4392,84.38,17,29,20.62,scattered clouds
449,Ranong,TH,9.9658,98.6348,76.93,90,100,9.51,moderate rain
450,Kot Addu,PK,30.4692,70.9671,96.84,51,8,14.88,clear sky
451,Pangnirtung,CA,66.1451,-65.7125,45.48,87,100,0.63,overcast clouds
452,Kahului,US,20.8947,-156.47,76.96,73,40,23.02,scattered clouds
453,Rockland,US,41.1668,-74.0496,83.84,73,2,5.3,clear sky
454,Turbat,PK,26.0023,63.044,83.52,77,100,10.16,overcast clouds
455,Cartagena,CO,10.3997,-75.5144,78.42,94,75,4.61,broken clouds
456,Pisco,PE,-13.7,-76.2167,60.85,77,100,4.61,overcast clouds
457,Fortuna,US,40.5982,-124.1573,56.35,89,15,4.79,few clouds
458,El Alto,PE,-4.2714,-81.2147,61.36,85,34,14.81,scattered clouds
459,Port-Cartier,CA,50.0334,-66.8654,65.88,68,12,7.11,few clouds
460,Mantua,IT,45.1667,10.7833,78.04,75,1,1.01,clear sky
461,Narsaq,GL,60.9167,-46.05,46.62,94,68,3.18,broken clouds
462,Ust-Nera,RU,64.5667,143.2,71.33,57,100,7.72,overcast clouds
463,Hasaki,JP,35.7333,140.8333,90.28,77,80,9.28,broken clouds
464,Portland,US,45.5234,-122.6762,82.35,54,20,8.05,few clouds
465,Oussouye,SN,12.485,-16.5469,76.71,90,100,3.42,light rain
466,Bandarbeyla,SO,9.4942,50.8122,80.96,56,7,27.22,clear sky
467,Buhe,CN,30.2876,112.2298,87.03,74,100,5.26,overcast clouds
468,Mezen,RU,65.8522,44.24,66.72,59,4,7.36,clear sky
469,Tepalcatepec,MX,19.1833,-102.85,79.34,75,9,2.19,clear sky
470,Kushiro,JP,42.975,144.3747,72.55,68,20,6.91,few clouds
471,Xuddur,SO,4.1213,43.8894,71.91,67,15,21.03,few clouds
472,Kirakira,SB,-10.4544,161.9205,84.51,70,25,9.57,scattered clouds
473,Heihe,CN,50.2441,127.4902,77.58,53,100,9.44,light rain
474,Rivera,UY,-30.9053,-55.5508,63.59,96,86,6.62,overcast clouds
475,Sosnovo-Ozerskoye,RU,52.5249,111.5418,74.39,37,72,7.61,broken clouds
476,Mingaora,PK,34.7758,72.3625,81.45,80,99,6.53,overcast clouds
477,George,ZA,-33.963,22.4617,44.15,93,0,4.61,clear sky
478,Tateyama,JP,34.9833,139.8667,81.0,82,74,9.4,broken clouds
479,Nizhnevartovsk,RU,60.9344,76.5531,66.22,72,0,8.99,clear sky
480,Okakarara,NA,-20.5833,17.4333,43.84,56,0,4.07,clear sky
481,Pangai,TO,-19.8,-174.35,78.91,73,40,13.8,scattered clouds
482,Bull Savanna,JM,17.8868,-77.5902,75.81,73,7,5.79,clear sky
483,Sharjah,AE,25.3573,55.4033,95.29,49,0,13.8,clear sky
484,Tura,IN,25.5198,90.2201,80.13,87,99,4.63,overcast clouds
485,Seoul,KR,37.5683,126.9778,74.8,83,75,9.22,mist
486,Port Blair,IN,11.6667,92.75,84.24,84,100,6.91,moderate rain
487,Kattivakkam,IN,13.2167,80.3167,87.89,77,97,6.4,overcast clouds
488,Vao,NC,-22.6667,167.4833,74.16,89,100,12.95,overcast clouds
489,Kalianget,ID,-7.05,113.9333,83.07,63,15,10.98,few clouds
490,Baltay,RU,52.4652,46.6308,65.88,66,95,11.12,overcast clouds
491,Saint-Francois,FR,46.4154,3.9054,56.68,94,0,2.3,clear sky
492,Cayenne,GF,4.9333,-52.3333,78.1,1,0,1.14,clear sky
493,San Quintin,MX,30.4833,-115.95,69.67,79,3,8.7,clear sky
494,Ginir,ET,7.1333,40.7,56.82,82,99,6.49,overcast clouds
495,Trinidad,BO,-14.8333,-64.9,70.03,54,11,2.84,few clouds
496,Norrkoping,SE,58.5942,16.1826,65.39,100,24,0.0,few clouds
497,Coquimbo,CL,-29.9533,-71.3436,53.33,87,100,3.44,overcast clouds
498,Nenagh,IE,52.8619,-8.1967,47.61,92,59,2.46,broken clouds
499,Parana,AR,-31.732,-60.5238,59.56,94,100,4.12,overcast clouds
500,Milan,IT,45.4643,9.1895,80.15,53,57,4.61,broken clouds
501,Loralai,PK,30.3705,68.598,84.7,53,2,2.66,clear sky
502,Wajir,KE,1.7471,40.0573,71.69,69,14,14.92,few clouds
503,Alvdal,NO,62.1077,10.6307,61.66,83,100,0.74,overcast clouds
504,Damavand,IR,35.7178,52.065,78.4,24,0,6.24,clear sky
505,Yeppoon,AU,-23.1333,150.7333,60.58,93,100,17.25,overcast clouds
506,Mount Isa,AU,-20.7333,139.5,71.37,20,1,13.8,clear sky
507,Trairi,BR,-3.2778,-39.2689,75.42,84,46,8.5,scattered clouds
508,El Tigre,VE,8.8875,-64.2454,73.08,94,96,4.72,overcast clouds
509,Naryan-Mar,RU,67.6713,53.087,59.77,67,98,14.67,overcast clouds
510,Atar,MR,20.5169,-13.0499,80.22,62,26,9.06,scattered clouds
511,Manokwari,ID,-0.8667,134.0833,83.44,71,66,5.53,broken clouds
512,Saint Anthony,US,45.0205,-93.218,79.75,64,0,9.22,clear sky
513,Surt,LY,31.2089,16.5887,77.83,69,0,6.6,clear sky
514,Loreto,MX,22.2667,-101.9667,71.26,48,56,13.65,broken clouds
515,Sivas,TR,39.7916,37.0019,54.23,87,40,6.91,scattered clouds
516,Ceres,US,37.5949,-120.9577,85.95,17,0,10.36,clear sky
517,Sampit,ID,-2.5333,112.95,87.67,67,27,2.26,scattered clouds
518,College,US,64.8569,-147.8028,67.21,58,75,5.75,broken clouds
519,Port Augusta,AU,-32.5,137.7667,64.42,44,33,13.78,scattered clouds
520,Wisconsin Rapids,US,44.3836,-89.8174,73.69,72,0,8.05,clear sky
521,Waipawa,NZ,-41.4122,175.5153,43.48,93,100,26.82,light rain
522,Ulagan,RU,50.6321,87.9563,62.22,51,98,4.83,light rain
523,Itacoatiara,BR,-3.1431,-58.4442,73.85,94,100,2.75,overcast clouds
524,Mizdah,LY,31.4451,12.9801,70.39,65,0,3.36,clear sky
525,Great Falls,US,47.5002,-111.3008,76.41,32,0,5.75,clear sky
526,Brandfort,ZA,-28.7001,26.4597,44.01,70,71,5.28,broken clouds
527,Wajid,SO,3.8093,43.2471,72.75,67,61,20.94,broken clouds
528,Bongandanga,CD,1.5,21.05,69.8,98,96,2.86,light rain
529,Ludvika,SE,60.1496,15.1878,65.61,55,77,5.35,broken clouds
530,Takoradi,GH,4.8845,-1.7554,72.19,76,21,6.44,few clouds
531,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.12,89,100,10.4,overcast clouds
532,Kano,NG,12.0001,8.5167,72.9,79,99,4.43,overcast clouds
533,Goya,AR,-29.14,-59.2626,68.05,93,100,6.13,overcast clouds
534,Verkhnevilyuysk,RU,63.4453,120.3167,62.69,87,100,5.55,overcast clouds
535,Necochea,AR,-38.5473,-58.7368,54.91,60,10,16.28,clear sky
536,Aswan,EG,24.0934,32.907,88.9,23,0,6.91,clear sky
537,Maslovka,RU,51.5535,39.2357,57.72,91,97,13.0,overcast clouds
538,Agadir,MA,30.4202,-9.5982,75.65,30,13,8.16,few clouds
539,Murgab,TM,37.4966,61.9714,87.67,25,0,9.22,clear sky
540,Alice Springs,AU,-23.7,133.8833,62.15,27,5,9.22,clear sky
541,Afsin,TR,38.2477,36.914,65.66,58,0,5.88,clear sky
542,Beloha,MG,-25.1667,45.05,64.87,53,0,4.59,clear sky
543,Manicore,BR,-5.8092,-61.3003,73.35,94,0,0.0,clear sky
544,Usinsk,RU,65.9939,57.5281,70.32,52,87,7.4,overcast clouds
545,Linxia,CN,35.6003,103.2064,65.1,63,100,8.19,overcast clouds
546,Padang,ID,-0.9492,100.3543,85.24,68,34,6.04,light rain
547,Zermatt,CH,46.0213,7.7491,59.18,75,0,16.11,clear sky
548,Sisimiut,GL,66.9395,-53.6735,49.33,93,100,8.48,light rain
549,Reconquista,AR,-29.15,-59.65,68.2,93,100,6.67,overcast clouds
550,Piopio,NZ,-38.4667,175.0167,52.09,93,96,7.63,overcast clouds
551,Skoghall,SE,59.3232,13.4655,64.96,77,84,4.61,broken clouds
552,Amalapuram,IN,16.5833,82.0167,92.62,52,98,6.89,overcast clouds
553,Palmer,US,42.1584,-72.3287,79.97,78,0,4.23,clear sky
554,La Grande,US,45.3246,-118.0877,72.05,49,0,2.86,clear sky
555,Poum,NC,-20.2333,164.0167,77.63,82,37,20.87,scattered clouds
556,Nanortalik,GL,60.1432,-45.2371,48.85,87,10,13.47,clear sky
557,Rosenberg,SK,49.0748,19.3075,70.02,64,1,1.21,clear sky
558,Lipari,IT,38.4674,14.954,76.26,64,0,2.15,clear sky
559,Tarauaca,BR,-8.1614,-70.7656,69.01,67,5,0.96,clear sky
560,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.17,99,97,1.57,overcast clouds
561,Tim,RU,51.6222,37.1244,52.7,92,70,9.82,broken clouds
562,Lanskroun,CZ,49.9122,16.6119,74.25,63,43,3.29,scattered clouds
563,Charters Towers,AU,-20.1,146.2667,73.13,45,39,10.09,scattered clouds
564,Anyang,CN,36.0994,114.3289,91.17,47,0,7.81,clear sky
565,Umm Lajj,SA,25.0213,37.2685,86.83,65,40,11.7,scattered clouds
566,Iralaya,HN,15.0,-83.2333,79.41,84,23,8.28,few clouds
567,Tonantins,BR,-2.8731,-67.8022,72.46,97,100,2.33,overcast clouds
568,Sorland,NO,67.667,12.6934,51.66,82,100,13.96,overcast clouds
569,Praia,CV,14.9215,-23.5087,75.74,94,20,5.75,few clouds
570,Mana,GF,5.6592,-53.7767,75.69,90,24,5.06,few clouds
571,Villazon,BO,-22.0866,-65.5942,42.1,35,26,0.29,scattered clouds
572,Kodinar,IN,20.7903,70.7031,82.72,79,100,17.45,overcast clouds
573,Vilhena,BR,-12.7406,-60.1458,65.48,47,13,3.11,few clouds
574,Malinyi,TZ,-8.9333,36.1333,66.7,76,65,0.65,broken clouds
575,San Luis,AR,-33.295,-66.3356,48.34,57,0,1.88,clear sky
576,Kizilskoye,RU,52.7255,58.8937,68.07,52,0,6.51,clear sky
577,Fairlie,GB,55.756,-4.8556,55.4,91,83,1.99,broken clouds
578,Isangel,VU,-19.55,169.2667,78.69,73,96,10.09,overcast clouds
579,Stromness,GB,58.965,-3.296,53.56,89,14,11.01,few clouds
580,Henderson,US,36.0397,-114.9819,103.12,17,0,10.36,clear sky
581,Shelekhov,RU,52.2139,104.1,68.38,39,100,3.29,overcast clouds
582,Mitu,CO,1.1983,-70.1733,69.31,99,77,2.06,broken clouds
583,Luderitz,NA,-26.6481,15.1594,55.63,60,0,12.41,clear sky
584,Zhangzhou,CN,24.5133,117.6556,94.93,46,5,3.87,clear sky
585,Zverinogolovskoye,RU,54.4586,64.8542,67.91,63,4,12.17,clear sky
586,Briceni,MD,48.3572,27.7036,63.03,57,0,10.58,clear sky
587,Ust-Tsilma,RU,65.441,52.1498,70.92,52,71,7.96,broken clouds
588,Tabango,PH,11.3077,124.373,85.5,71,100,1.97,moderate rain
589,Elizabeth City,US,36.2946,-76.2511,80.62,86,0,12.66,clear sky
590,Camacha,PT,33.0833,-16.3333,67.42,73,75,13.8,broken clouds
591,Nynashamn,SE,58.9034,17.9479,68.11,69,16,9.4,few clouds
592,Klyuchevskiy,RU,53.5317,119.4519,82.22,43,27,4.45,scattered clouds
593,Shingu,JP,33.7333,135.9833,86.32,59,75,5.79,broken clouds
594,Paamiut,GL,61.994,-49.6678,47.59,84,99,9.64,overcast clouds
595,Itarema,BR,-2.9248,-39.9167,72.82,89,44,8.61,scattered clouds
596,Zaozerne,UA,45.1582,33.2787,74.64,65,34,9.75,light rain
597,Shieli,KZ,44.1667,66.75,105.1,13,0,6.51,clear sky
598,Nome,US,64.5011,-165.4064,48.27,81,100,17.27,light rain
599,Baculin,PH,7.4525,126.5842,85.14,72,43,5.26,scattered clouds
600,Nekhayevskiy,RU,50.4106,41.7561,61.39,80,77,14.41,broken clouds
601,The Pas,CA,53.8251,-101.2541,64.42,72,100,9.22,overcast clouds
602,Hvolsvollur,IS,63.7533,-20.2243,47.88,82,86,1.66,overcast clouds
603,Cabra,ES,37.4725,-4.4421,72.37,47,0,4.45,clear sky
604,Ayorou,NE,14.7308,0.9174,83.25,60,53,10.85,broken clouds
605,Pontianak,ID,-0.0333,109.3333,89.58,62,75,0.0,broken clouds
606,Bridlington,GB,54.0831,-0.1919,64.89,85,98,14.23,overcast clouds
607,Urengoy,RU,65.9667,78.3667,53.1,70,100,7.11,overcast clouds
608,Arawa,PG,-6.2132,155.5367,85.6,64,91,5.12,overcast clouds
609,Kailua,US,21.4022,-157.7394,84.18,70,20,11.5,few clouds
610,Lekoni,GA,-1.5843,14.2591,71.51,82,88,5.48,overcast clouds
611,Lasa,IT,46.6166,10.7002,65.28,85,48,1.5,scattered clouds
612,Misratah,LY,32.3754,15.0925,78.85,64,0,4.9,clear sky
613,Alekseyevka,RU,50.6309,38.6903,56.5,89,71,14.07,broken clouds
614,Flin Flon,CA,54.7682,-101.865,58.66,68,68,6.29,broken clouds
615,Naifaru,MV,5.4444,73.3657,80.26,77,100,12.84,overcast clouds
616,Nyurba,RU,63.2842,118.3319,57.78,93,100,4.74,light rain
617,Bereda,ES,43.2686,-7.5406,62.58,100,99,5.55,overcast clouds
618,Chumikan,RU,54.7183,135.315,53.98,99,100,5.5,overcast clouds
619,Tczew,PL,54.0924,18.7779,74.89,100,0,8.72,clear sky
620,Nova Soure,BR,-11.2333,-38.4833,64.09,92,28,4.32,scattered clouds
621,Ust-Ishim,RU,57.6935,71.1665,64.53,87,100,3.31,light rain
622,Mao,ES,39.8885,4.2658,73.96,94,0,9.22,clear sky
623,Severnyy,RU,50.677,36.5532,57.24,88,75,11.18,broken clouds
624,Peniche,PT,39.3558,-9.3811,67.28,93,31,13.71,scattered clouds
625,Icod De Los Vinos,ES,28.3724,-16.7119,86.94,49,12,14.92,few clouds
626,Pauini,BR,-7.7136,-66.9764,70.48,69,3,0.22,clear sky
627,Erzin,TR,36.9559,36.2,80.22,68,0,5.32,clear sky
628,Utica,US,43.1009,-75.2327,79.74,73,50,10.36,scattered clouds
629,Zlotoryja,PL,51.1264,15.9198,73.65,50,52,3.6,broken clouds
630,Teacapan,MX,22.55,-105.75,83.35,79,45,0.54,scattered clouds
631,Mount Gambier,AU,-37.8333,140.7667,59.74,55,3,7.72,clear sky
632,Abnub,EG,27.2696,31.1511,77.22,41,0,16.02,clear sky
633,Teahupoo,PF,-17.8333,-149.2667,71.53,76,15,10.02,light rain
634,Kirensk,RU,57.7853,108.1119,71.89,50,100,2.44,overcast clouds
635,Innisfail,AU,-17.5333,146.0333,71.64,77,91,11.23,overcast clouds
636,Igarka,RU,67.4667,86.5833,50.81,96,100,8.48,light rain
637,Borogontsy,RU,62.6683,131.1683,81.93,50,100,6.58,overcast clouds
638,Copiapo,CL,-27.3667,-70.3333,49.69,82,100,1.19,light rain
639,Singarayakonda,IN,15.25,80.0333,93.36,48,100,15.48,overcast clouds
640,Camopi,GF,3.1655,-52.3158,69.76,99,28,1.14,scattered clouds
641,Coos Bay,US,43.3665,-124.2179,58.23,97,100,6.91,overcast clouds
642,Mazamet,FR,43.49,2.373,69.66,86,0,0.0,clear sky
643,Ponta Delgada,PT,37.7333,-25.6667,75.51,94,40,2.3,scattered clouds
644,Kushmurun,KZ,52.4503,64.6311,72.97,50,59,8.59,broken clouds
645,Hwange,ZW,-18.3693,26.5019,58.53,63,50,1.77,scattered clouds
646,Basco,PH,20.4487,121.9702,86.0,73,13,10.67,few clouds
647,Elesbao Veloso,BR,-6.2019,-42.1403,68.27,73,23,4.9,few clouds
648,Mulege,MX,26.8833,-111.9833,91.2,42,28,3.38,scattered clouds
649,Labuhan,ID,-6.8844,112.2051,86.58,56,25,4.65,scattered clouds
650,Parral,MX,26.9333,-105.6667,76.6,31,23,6.06,few clouds
651,Palmares Do Sul,BR,-30.2578,-50.5097,59.29,95,3,5.32,clear sky
652,Zabol,AF,32.25,67.25,85.14,24,0,17.98,clear sky
653,Kaka,TM,37.3482,59.6143,98.64,11,0,14.34,clear sky
654,Champaign,US,40.1334,-88.2001,73.99,88,0,5.75,clear sky
655,Mahabad,IR,36.7631,45.7222,86.52,15,0,2.66,clear sky
656,Watertown,US,42.3709,-71.1828,82.0,77,0,10.36,clear sky
657,Plettenberg Bay,ZA,-34.0527,23.3716,51.48,84,0,5.68,clear sky
658,Chitral,PK,35.8462,71.7858,87.62,52,6,6.87,clear sky
659,Tambacounda,SN,13.7539,-13.7586,75.76,92,100,6.67,overcast clouds
660,Egvekinot,RU,66.3167,-179.1667,44.17,54,88,9.64,overcast clouds
661,Pec,XK,42.6591,20.2883,69.62,51,0,3.4,clear sky
662,Nangomba,TZ,-10.9,38.5,65.64,81,0,2.46,clear sky
663,Santiago Del Estero,AR,-27.7951,-64.2615,62.65,63,100,2.75,overcast clouds
664,Saint-Georges,GD,12.0564,-61.7485,80.24,80,20,11.81,few clouds
665,Yellandu,IN,17.6,80.3333,79.77,82,100,10.0,overcast clouds
666,Puerto Quijarro,BO,-17.7833,-57.7667,68.7,42,37,0.65,scattered clouds
667,Camaqua,BR,-30.8511,-51.8122,59.23,94,1,4.79,clear sky
668,Moberly,US,39.4184,-92.4382,74.43,78,0,4.61,clear sky
669,Belyy Yar,RU,53.6039,91.3903,74.86,45,0,4.47,clear sky
670,Khuzhir,RU,53.1939,107.3397,54.09,86,89,7.0,overcast clouds
671,Ixtapa,MX,20.7,-105.2,85.23,79,40,0.0,scattered clouds
672,Nanga Eboko,CM,4.6833,12.3667,67.41,96,100,3.13,overcast clouds
673,Bondo,CD,3.8146,23.6866,68.14,98,94,1.45,overcast clouds
674,Corinto,GR,37.9407,22.9573,80.89,49,0,5.3,clear sky
675,Phangnga,TH,8.4509,98.5298,78.84,86,100,6.13,moderate rain
676,Porto Torres,IT,40.835,8.3972,82.09,66,0,1.54,clear sky
677,Monze,ZM,-16.2833,27.4833,54.79,82,30,4.81,scattered clouds
678,Catuday,PH,16.2923,119.8062,86.32,67,97,4.56,overcast clouds
679,Fukue,JP,32.6881,128.8419,88.16,79,75,13.8,broken clouds
680,Nairobi,KE,-1.2833,36.8167,57.97,85,40,5.75,scattered clouds
681,Wagar,SD,16.1525,36.2032,78.01,66,88,16.58,overcast clouds
682,Chama,CH,47.1821,8.4636,69.08,92,100,0.0,overcast clouds
683,Tarakan,ID,3.3,117.6333,89.1,66,20,9.22,few clouds
684,Barth,DE,54.3635,12.7249,75.09,48,67,9.31,broken clouds
685,Nuuk,GL,64.1835,-51.7216,59.61,67,100,25.32,overcast clouds
686,Sukhinichi,RU,54.0999,35.3425,58.01,90,98,13.11,overcast clouds
687,Vardo,NO,70.3705,31.1107,58.98,82,58,9.22,broken clouds
688,San Patricio,US,28.017,-97.5169,85.86,79,1,15.32,clear sky
689,Zhezkazgan,KZ,47.8043,67.7144,85.98,28,40,8.95,scattered clouds
690,Bucak,TR,37.4592,30.595,66.72,51,0,5.93,clear sky
691,Yongan,CN,39.6957,113.6871,87.24,27,0,6.69,clear sky
692,Tessalit,ML,20.1986,1.0114,80.24,52,50,14.05,scattered clouds
693,Leh,IN,34.1667,77.5833,67.12,9,99,5.21,overcast clouds
694,Bulgan,MN,48.8125,103.5347,53.04,92,100,5.39,light rain
695,Oranjestad,AW,12.524,-70.027,80.55,89,20,19.57,few clouds
696,Irpa Irpa,BO,-17.7167,-66.2667,55.26,36,1,1.7,clear sky
697,Ewa Beach,US,21.3156,-158.0072,84.15,57,0,17.27,clear sky
698,Vanavara,RU,60.34,102.2797,70.65,46,63,8.16,broken clouds
699,Tvoroyri,FO,61.5556,-6.8111,49.51,90,60,15.68,broken clouds
